"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"95","1585470344.091541029","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"96","1585470344.160944742","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"98","1585470344.161085309","10.0.2.4","3.81.217.129","MQTT","70","Publish Message [tempreture]","3843"
"103","1585470344.232986908","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"104","1585470344.300539945","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"106","1585470344.300693302","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"111","1585470344.375626684","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"112","1585470344.444201922","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"114","1585470344.444426189","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313043"
"115","1585470344.444456267","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"118","1585470344.475675303","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"124","1585470344.517426735","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"127","1585470344.586067059","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"129","1585470344.586270305","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313143"
"130","1585470344.586308702","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"139","1585470344.660012891","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"143","1585470344.727507539","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"145","1585470344.727666917","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313243"
"146","1585470344.727698489","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"152","1585470344.801736897","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"153","1585470344.869530293","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"155","1585470344.869664359","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313343"
"156","1585470344.869714273","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"163","1585470344.941759465","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"165","1585470345.009608343","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"167","1585470345.009741170","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313443"
"168","1585470345.009795161","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"175","1585470346.113529812","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"176","1585470346.182259596","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"178","1585470346.182353507","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313543"
"179","1585470346.182370920","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"186","1585470346.254422981","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"187","1585470346.322446026","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"188","1585470346.322606140","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313643"
"189","1585470346.322639471","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"196","1585470347.424875704","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"198","1585470347.493833452","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"200","1585470347.493949356","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313743"
"201","1585470347.493972086","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"208","1585470347.566670767","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"209","1585470347.635578649","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"211","1585470347.635722352","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313843"
"212","1585470347.635749436","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"219","1585470347.713304340","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"221","1585470347.782011023","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"223","1585470347.782106896","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313943"
"224","1585470347.782123218","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"231","1585470347.852843962","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"232","1585470347.922013474","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"234","1585470347.922173048","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323043"
"235","1585470347.922203400","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"241","1585470347.994676595","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"242","1585470348.062865498","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"244","1585470348.062989459","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323143"
"245","1585470348.063009160","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"252","1585470348.134977087","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"253","1585470348.202428919","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"255","1585470348.202535745","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323243"
"256","1585470348.202553593","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"263","1585470348.274134817","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"264","1585470348.342081386","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"266","1585470348.342235303","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"271","1585470348.417172368","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"273","1585470348.485400287","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"275","1585470348.485501157","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323443"
"276","1585470348.485584772","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"282","1585470348.560710339","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"283","1585470348.628534862","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"285","1585470348.628652640","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323543"
"286","1585470348.628673691","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"296","1585470348.715878703","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"298","1585470348.784387141","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"300","1585470348.784559444","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323643"
"301","1585470348.784594099","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"308","1585470348.859059234","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"309","1585470348.928807302","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"311","1585470348.928928469","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"316","1585470349.002256908","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"317","1585470349.071907303","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"319","1585470349.072024850","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323843"
"320","1585470349.072048202","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"327","1585470349.144162141","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"329","1585470349.212364932","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"331","1585470349.212519323","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323943"
"332","1585470349.212556089","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"346","1585470349.564117021","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"347","1585470349.633856204","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"349","1585470349.633976040","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333043"
"353","1585470349.705682178","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"356","1585470349.773224137","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"358","1585470349.773393031","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333143"
"359","1585470349.773423678","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"366","1585470349.845881396","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"367","1585470349.913151073","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"369","1585470349.913245559","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333243"
"370","1585470349.913264358","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"378","1585470350.043627729","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"382","1585470350.267638188","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"383","1585470350.337531552","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"385","1585470350.337676601","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333343"
"386","1585470350.337850463","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"393","1585470350.409521182","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"394","1585470350.476798053","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"396","1585470350.476920883","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"403","1585470350.558212235","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"404","1585470350.625798549","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"406","1585470350.626011780","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333543"
"410","1585470350.699153952","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"415","1585470350.766493952","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"417","1585470350.766646353","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333643"
"418","1585470350.766676647","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"427","1585470350.841498469","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"428","1585470350.910559519","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"430","1585470350.910686825","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333743"
"431","1585470350.910747632","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"438","1585470351.036563534","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"442","1585470351.292249504","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"443","1585470351.361065584","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"444","1585470351.361140005","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333843"
"445","1585470351.361176091","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"452","1585470351.436670889","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"455","1585470351.505035564","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"457","1585470351.505164817","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333943"
"458","1585470351.505185195","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"465","1585470352.608788538","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"466","1585470352.677419117","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"468","1585470352.677536748","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343043"
"469","1585470352.677551976","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"476","1585470352.750011829","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"478","1585470352.819120452","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"480","1585470352.819217219","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343143"
"481","1585470352.819234627","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"487","1585470352.893027770","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"488","1585470352.960530424","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"490","1585470352.960706043","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343243"
"491","1585470352.960738959","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"497","1585470353.044187267","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"498","1585470353.112050195","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"500","1585470353.112167111","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343343"
"501","1585470353.112190161","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"508","1585470354.209366320","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"510","1585470354.278437648","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"511","1585470354.278507113","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343443"
"512","1585470354.278540050","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"519","1585470354.350674827","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"520","1585470354.419402987","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"522","1585470354.419527522","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343543"
"523","1585470354.419571539","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"538","1585470355.803941851","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"539","1585470355.871890517","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"541","1585470355.871984125","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343643"
"542","1585470355.871999724","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"549","1585470355.943921692","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"550","1585470356.012671636","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"552","1585470356.012767777","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343743"
"553","1585470356.012785081","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"559","1585470356.087649961","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"560","1585470356.155649154","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"562","1585470356.155759361","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343843"
"563","1585470356.155776316","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"570","1585470357.084293353","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"571","1585470357.153509355","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"572","1585470357.153585961","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343943"
"573","1585470357.153624284","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"580","1585470357.227842754","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"582","1585470357.295798598","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"584","1585470357.295874621","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353043"
"585","1585470357.295934533","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"592","1585470357.367574963","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"593","1585470357.435584814","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"595","1585470357.435762740","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"600","1585470357.507501764","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"602","1585470357.575216004","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"604","1585470357.575291594","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353243"
"605","1585470357.575305517","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"612","1585470357.656992950","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"613","1585470357.724466462","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"615","1585470357.724601964","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353343"
"616","1585470357.724627002","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"623","1585470357.809450620","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"624","1585470357.879398985","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"626","1585470357.879580926","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353443"
"627","1585470357.879606866","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"640","1585470358.976492119","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"641","1585470359.044174130","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"643","1585470359.044283681","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353543"
"644","1585470359.044300872","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"651","1585470359.116808355","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"652","1585470359.185492900","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"654","1585470359.185624838","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353643"
"655","1585470359.185647925","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"662","1585470359.259397759","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"664","1585470359.328830035","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"666","1585470359.328935422","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353743"
"667","1585470359.328954149","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"674","1585470359.402449325","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"675","1585470359.471198476","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"677","1585470359.471380196","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353843"
"678","1585470359.471412010","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"683","1585470359.545624528","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"688","1585470359.613023131","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"690","1585470359.613253606","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353943"
"695","1585470359.696812770","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"696","1585470359.767524818","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"698","1585470359.767740861","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363043"
"699","1585470359.767786270","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"706","1585470359.841950659","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"707","1585470359.911301073","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"708","1585470359.911434963","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363143"
"709","1585470359.911478369","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"716","1585470359.985695028","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"718","1585470360.055145447","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"720","1585470360.055385728","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363243"
"721","1585470360.055434616","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"724","1585470360.124085400","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"730","1585470360.130709875","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"733","1585470360.199346508","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"735","1585470360.199469757","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363343"
"736","1585470360.199494452","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"743","1585470360.274227061","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"745","1585470360.343162472","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"747","1585470360.343279912","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363443"
"748","1585470360.343301542","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"754","1585470360.416206458","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"755","1585470360.484596800","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"757","1585470360.484792338","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363543"
"758","1585470360.484828886","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"765","1585470360.557536961","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"768","1585470360.626017738","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"770","1585470360.626118115","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"775","1585470360.698405260","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"776","1585470360.765977666","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"778","1585470360.766131401","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363743"
"779","1585470360.766199659","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"786","1585470360.839216133","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"787","1585470360.908086782","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"789","1585470360.908190264","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363843"
"790","1585470360.908208953","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"799","1585470360.985591710","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"802","1585470361.054772784","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"804","1585470361.054878913","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363943"
"805","1585470361.054896900","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"812","1585470361.126267200","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"813","1585470361.194061089","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"815","1585470361.194156803","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373043"
"819","1585470361.266113407","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"822","1585470361.334464308","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"823","1585470361.334536689","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373143"
"824","1585470361.334572359","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"830","1585470361.595918763","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"834","1585470361.691873286","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"835","1585470361.762939792","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"837","1585470361.763042980","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373243"
"838","1585470361.763060845","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"845","1585470361.837753420","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"846","1585470361.906691521","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"848","1585470361.906780040","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373343"
"849","1585470361.906794544","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"856","1585470361.980329528","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"857","1585470362.050663410","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"859","1585470362.050804049","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373443"
"860","1585470362.050830038","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"869","1585470362.123235479","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"870","1585470362.191920833","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"872","1585470362.192014790","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373543"
"873","1585470362.192030642","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"880","1585470362.263006095","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"882","1585470362.330630743","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"884","1585470362.330730441","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373643"
"885","1585470362.330748035","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"892","1585470363.425603961","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
