"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"252","1585468069.953340086","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"253","1585468070.021958832","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"255","1585468070.022062804","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323243"
"256","1585468070.022146105","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"263","1585468070.092438262","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"264","1585468070.160378148","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"266","1585468070.160489780","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323343"
"267","1585468070.160586885","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"274","1585468070.239645446","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"275","1585468070.314735637","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"277","1585468070.314823648","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323443"
"278","1585468070.314839391","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"283","1585468070.387853935","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"287","1585468070.456900450","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"289","1585468070.456990707","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323543"
"290","1585468070.457007696","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"297","1585468070.528362514","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"298","1585468070.596828656","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"300","1585468070.596919583","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323643"
"301","1585468070.596934212","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"308","1585468070.667924607","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"310","1585468070.735901568","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"312","1585468070.736044127","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323743"
"313","1585468070.736127389","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"320","1585468070.808235562","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"321","1585468070.876989365","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"323","1585468070.877057305","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323843"
"324","1585468070.877070316","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"331","1585468070.949064223","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"333","1585468071.018167346","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"335","1585468071.018254625","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323943"
"336","1585468071.018269712","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"343","1585468071.090615124","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"344","1585468071.158860369","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"346","1585468071.158962974","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333043"
"347","1585468071.158976594","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"354","1585468071.231248777","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"355","1585468071.301815988","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"357","1585468071.301937944","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333143"
"358","1585468071.301990901","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"365","1585468071.373723229","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"366","1585468071.442677899","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"368","1585468071.446763118","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333243"
"369","1585468071.446787360","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"376","1585468071.532205638","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"377","1585468071.600236320","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"379","1585468071.600406728","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333343"
"380","1585468071.600481758","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"387","1585468071.672648874","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"389","1585468071.742032325","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"391","1585468071.742206281","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333443"
"392","1585468071.742254925","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"399","1585468071.814033492","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"400","1585468071.882551673","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"402","1585468071.882674441","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333543"
"403","1585468071.882695934","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"410","1585468071.958755856","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"412","1585468072.027103931","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"414","1585468072.027185652","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333643"
"415","1585468072.027200783","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"422","1585468072.098741523","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"423","1585468072.167590761","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"425","1585468072.167896256","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333743"
"426","1585468072.167951460","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"433","1585468072.240742590","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"434","1585468072.310430707","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"436","1585468072.310522837","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333843"
"437","1585468072.310537109","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"444","1585468072.381749608","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"445","1585468072.449237530","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"447","1585468072.449308887","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333943"
"448","1585468072.449323101","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"455","1585468072.521447890","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"456","1585468072.589735666","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"458","1585468072.589832838","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343043"
"459","1585468072.595852021","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"466","1585468072.667237316","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"468","1585468072.735617037","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"470","1585468072.735690674","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343143"
"471","1585468072.735746557","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"478","1585468072.807765590","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"479","1585468072.876978582","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"481","1585468072.877084472","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343243"
"482","1585468072.877143662","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"489","1585468072.947065395","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"491","1585468073.013968740","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"493","1585468073.014055946","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343343"
"494","1585468073.014073440","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"501","1585468073.085948539","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"502","1585468073.154605516","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"504","1585468073.154731724","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343443"
"505","1585468073.154757492","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"512","1585468073.226441384","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"514","1585468073.294943519","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"516","1585468073.295068649","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343543"
"517","1585468073.295091877","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"524","1585468073.365965514","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"525","1585468073.434218586","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"527","1585468073.434285410","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343643"
"528","1585468073.434298461","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"535","1585468073.506626191","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"536","1585468073.575720072","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"538","1585468073.575797817","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343743"
"539","1585468073.575810935","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"546","1585468073.647680970","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"547","1585468073.716511116","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"549","1585468073.716736492","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343843"
"550","1585468073.716765818","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"557","1585468073.789828217","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"558","1585468073.858802265","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"560","1585468073.858889064","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343943"
"561","1585468073.858902684","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"568","1585468073.929263956","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"570","1585468073.997177545","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"572","1585468073.997314441","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353043"
"573","1585468073.997340374","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"580","1585468074.068919567","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"581","1585468074.136227882","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"583","1585468074.136306927","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353143"
"584","1585468074.136321990","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"591","1585468074.209440021","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"593","1585468074.279386998","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"595","1585468074.279683254","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353243"
"596","1585468074.279746090","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"603","1585468074.352969546","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"604","1585468074.422304845","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"606","1585468074.422411644","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353343"
"607","1585468074.422431239","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"614","1585468074.496310092","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"615","1585468074.565478668","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"617","1585468074.565571687","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353443"
"618","1585468074.565585706","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"625","1585468074.638981689","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"626","1585468074.709308433","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"628","1585468074.709447098","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353543"
"629","1585468074.709471535","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"636","1585468074.781791612","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"637","1585468074.850311946","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"639","1585468074.850394320","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353643"
"640","1585468074.850408397","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"647","1585468074.921292764","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"649","1585468075.002289779","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"651","1585468075.002367668","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353743"
"652","1585468075.002432318","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"659","1585468075.084140967","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"660","1585468075.153076585","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"662","1585468075.153191670","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353843"
"663","1585468075.153250014","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"670","1585468075.226207606","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"672","1585468075.293888871","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"674","1585468075.293968156","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353943"
"675","1585468075.293982034","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"682","1585468075.365511745","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"683","1585468075.434171473","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"685","1585468075.434255393","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363043"
"686","1585468075.434269009","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"693","1585468075.506264435","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"694","1585468075.574885500","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"696","1585468075.574959727","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363143"
"697","1585468075.574973226","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"704","1585468075.646663346","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"705","1585468075.715286978","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"707","1585468075.715363756","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363243"
"708","1585468075.715376598","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"715","1585468075.787584859","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"716","1585468075.855965474","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"718","1585468075.856040319","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363343"
"719","1585468075.856054250","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"726","1585468075.927364780","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"727","1585468075.995913566","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"729","1585468075.995984346","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363443"
"730","1585468075.995996936","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"737","1585468076.075520092","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"738","1585468076.142818060","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"740","1585468076.142921523","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363543"
"741","1585468076.142952847","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"748","1585468076.214823046","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"750","1585468076.283675092","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"752","1585468076.283751848","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363643"
"753","1585468076.283764747","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"760","1585468076.355911865","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"761","1585468076.425075140","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"763","1585468076.425148049","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363743"
"764","1585468076.425160330","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"771","1585468076.496662089","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"773","1585468076.565544323","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"775","1585468076.565782210","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363843"
"776","1585468076.565830811","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"783","1585468076.636751532","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"784","1585468076.703979535","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"786","1585468076.704069541","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363943"
"787","1585468076.704082840","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"794","1585468076.776240190","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"795","1585468076.845901922","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"797","1585468076.846008922","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373043"
"798","1585468076.846027511","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"805","1585468076.918437451","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"806","1585468076.987455344","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"808","1585468076.987701323","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373143"
"809","1585468076.987747107","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"816","1585468077.061103313","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"817","1585468077.129525017","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"819","1585468077.129662825","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373243"
"820","1585468077.129688992","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"827","1585468077.204876493","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"829","1585468077.272229515","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"831","1585468077.272298690","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373343"
"832","1585468077.272312904","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"839","1585468077.355161635","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"840","1585468077.422730498","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"842","1585468077.422804892","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373443"
"843","1585468077.422818221","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"850","1585468077.497407310","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"852","1585468077.565294213","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"854","1585468077.565377619","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373543"
"855","1585468077.565433397","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
