"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"120","1585470020.961434466","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"127","1585470021.033329409","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"128","1585470021.101823500","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"130","1585470021.101921070","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313143"
"131","1585470021.101937428","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"138","1585470021.175487058","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"139","1585470021.245440955","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"141","1585470021.245521991","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313243"
"142","1585470021.245568688","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"149","1585470021.318859123","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"150","1585470021.387604053","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"152","1585470021.387761803","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313343"
"153","1585470021.387794188","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"160","1585470021.459956430","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"162","1585470021.529057709","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"164","1585470021.529178447","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313443"
"165","1585470021.529202539","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"172","1585470022.625645588","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"173","1585470022.694280318","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"175","1585470022.694357785","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313543"
"176","1585470022.694372843","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"183","1585470022.772323111","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"185","1585470022.839828239","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"187","1585470022.839923612","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313643"
"188","1585470022.839939373","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"195","1585470022.912070714","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"196","1585470022.980581153","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"198","1585470022.980734508","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313743"
"199","1585470022.980758328","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"206","1585470023.055962986","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"207","1585470023.123717258","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"209","1585470023.123824741","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"214","1585470023.195631940","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"215","1585470023.263850791","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"217","1585470023.263949710","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","313943"
"218","1585470023.263965317","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"224","1585470023.337643015","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"225","1585470023.406110931","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"227","1585470023.406237219","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323043"
"228","1585470023.406262492","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"237","1585470023.478220810","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"241","1585470023.546509188","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"243","1585470023.546659385","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323143"
"244","1585470023.546688607","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"251","1585470023.621372757","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"252","1585470023.689797702","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"254","1585470023.689923969","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323243"
"255","1585470023.689949595","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"262","1585470023.762388265","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"264","1585470023.832105959","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"266","1585470023.832280952","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323343"
"267","1585470023.832306962","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"274","1585470023.905382002","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"275","1585470023.973864648","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"277","1585470023.973984050","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323443"
"278","1585470023.974011942","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"285","1585470024.046584297","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"287","1585470024.115582384","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"289","1585470024.115754624","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323543"
"290","1585470024.115785426","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"297","1585470024.189226953","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"298","1585470024.258625784","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"300","1585470024.258845994","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323643"
"301","1585470024.258893299","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"308","1585470024.337733512","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"309","1585470024.406624672","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"311","1585470024.406748433","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323743"
"312","1585470024.406771975","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"319","1585470024.480373759","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"320","1585470024.549145075","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"322","1585470024.549296452","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323843"
"323","1585470024.549321509","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"330","1585470024.628841647","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"331","1585470024.697494525","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"333","1585470024.697653474","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","323943"
"334","1585470024.697680237","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"341","1585470024.776370599","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"343","1585470024.844848913","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"345","1585470024.844964804","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333043"
"346","1585470024.844990975","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"353","1585470024.915518110","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"354","1585470024.984048895","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"356","1585470024.984150287","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333143"
"357","1585470024.984167318","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"364","1585470025.056763189","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"365","1585470025.126033500","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"367","1585470025.126139129","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333243"
"368","1585470025.126210989","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"375","1585470025.198974608","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"376","1585470025.267786695","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"378","1585470025.267900716","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333343"
"379","1585470025.267925723","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"388","1585470025.346772543","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"389","1585470025.414784776","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"391","1585470025.414875364","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333443"
"392","1585470025.414891912","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"399","1585470025.495314218","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"401","1585470025.563586831","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"403","1585470025.563680471","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333543"
"404","1585470025.563696635","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"411","1585470025.635559819","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"412","1585470025.703791717","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"414","1585470025.703883938","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333643"
"415","1585470025.703900098","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"422","1585470025.774126431","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"424","1585470025.840891180","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"426","1585470025.841003520","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333743"
"427","1585470025.841020386","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"434","1585470025.912561532","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"435","1585470025.980286566","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"437","1585470025.980395285","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333843"
"438","1585470025.980450881","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"445","1585470026.053194508","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"447","1585470026.122084461","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"449","1585470026.122218702","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","333943"
"450","1585470026.122244208","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"457","1585470026.196270072","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"458","1585470026.263617616","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"460","1585470026.263712608","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"465","1585470026.336301772","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"466","1585470026.405459332","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"468","1585470026.405566587","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343143"
"469","1585470026.405588779","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"476","1585470026.476611104","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"477","1585470026.544603020","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"479","1585470026.544810077","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343243"
"480","1585470026.544844665","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"488","1585470026.616271484","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"491","1585470026.683999285","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"493","1585470026.684147962","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343343"
"497","1585470026.755604664","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"500","1585470026.822919287","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"502","1585470026.823076875","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"507","1585470026.901399523","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"508","1585470026.971343929","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"510","1585470026.971442558","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343543"
"511","1585470026.971459157","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"518","1585470027.042696703","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"521","1585470027.100464913","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"524","1585470027.110760736","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"526","1585470027.110858160","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343643"
"527","1585470027.110875053","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"538","1585470027.181600173","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"539","1585470027.248683183","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"541","1585470027.248819338","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343743"
"542","1585470027.248845012","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"549","1585470027.322909972","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"550","1585470027.390482669","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"552","1585470027.390561945","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343843"
"553","1585470027.390577510","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"559","1585470027.740264733","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"560","1585470027.809199714","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"561","1585470027.809272235","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","343943"
"562","1585470027.809305137","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"569","1585470027.881492369","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"570","1585470027.950437834","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"572","1585470027.950526956","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353043"
"573","1585470027.950541514","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"578","1585470028.021403239","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"580","1585470028.089568647","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"582","1585470028.089676300","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353143"
"583","1585470028.089694129","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"590","1585470028.168317873","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"591","1585470028.236664150","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"593","1585470028.236799140","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353243"
"594","1585470028.236822192","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"601","1585470028.307845423","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"603","1585470028.375482845","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"605","1585470028.375576782","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353343"
"606","1585470028.375591883","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"613","1585470028.447713624","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"614","1585470028.516468077","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"616","1585470028.516602265","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353443"
"617","1585470028.516628491","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"624","1585470028.590235630","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"625","1585470028.660188414","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"627","1585470028.660290042","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353543"
"628","1585470028.660307354","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"635","1585470028.733748760","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"636","1585470028.803724242","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"638","1585470028.803822728","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353643"
"639","1585470028.803837969","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"646","1585470028.875850357","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"647","1585470028.944486929","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"649","1585470028.944567190","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353743"
"650","1585470028.944581870","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"657","1585470029.021842428","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"659","1585470029.091394037","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"661","1585470029.091543272","10.0.2.4","3.81.217.129","MQTT","56","[TCP Previous segment not captured] , Disconnect Req",""
"666","1585470029.164355289","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"667","1585470029.233468048","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"669","1585470029.233561896","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","353943"
"670","1585470029.233577611","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"676","1585470029.305941192","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"682","1585470029.374170388","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"684","1585470029.377237538","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363043"
"685","1585470029.377277279","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"694","1585470029.448774590","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"695","1585470029.516366062","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"697","1585470029.516463002","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363143"
"698","1585470029.516479686","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"705","1585470029.588335646","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"706","1585470029.656735136","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"708","1585470029.656878410","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363243"
"709","1585470029.656942887","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"716","1585470029.729372482","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"717","1585470029.797765683","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"718","1585470029.797863926","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363343"
"719","1585470029.797894909","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"728","1585470029.869077688","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"729","1585470029.936661194","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"731","1585470029.936796013","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363443"
"732","1585470029.936820882","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"739","1585470030.008775605","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"741","1585470030.077755153","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"743","1585470030.077890877","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363543"
"744","1585470030.077918129","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"751","1585470030.149188500","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"752","1585470030.217411564","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"754","1585470030.217545254","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363643"
"755","1585470030.217572786","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"762","1585470030.291333130","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"764","1585470030.361832011","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"766","1585470030.361957975","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363743"
"767","1585470030.361983750","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"773","1585470030.438020596","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"774","1585470030.506769082","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"776","1585470030.506946947","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363843"
"777","1585470030.506980613","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"784","1585470030.578894712","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"785","1585470030.646151246","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"787","1585470030.646255034","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","363943"
"788","1585470030.646273932","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"795","1585470030.720177238","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"796","1585470030.790444261","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"798","1585470030.790542529","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373043"
"799","1585470030.790559818","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"806","1585470030.870815545","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"807","1585470030.938584806","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"809","1585470030.938727237","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373143"
"810","1585470030.938753004","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"817","1585470031.012602311","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"819","1585470031.081097546","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"821","1585470031.081212228","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373243"
"822","1585470031.081239554","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"829","1585470031.153287994","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"830","1585470031.221687434","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"832","1585470031.221837987","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373343"
"833","1585470031.221865084","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"840","1585470031.292773901","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"842","1585470031.360147238","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"844","1585470031.360234884","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373443"
"845","1585470031.360290210","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"852","1585470031.432123184","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"853","1585470031.500822993","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"855","1585470031.500909980","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373543"
"856","1585470031.500948200","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"863","1585470032.608653766","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"864","1585470032.675695667","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"866","1585470032.675810345","10.0.2.4","3.81.217.129","MQTT","71","Publish Message [tempreture]","373643"
