"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"92","1585469601.770823571","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=28)",""
"94","1585469601.977471444","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=29) [tempreture]","323843"
"95","1585469601.977568920","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=29)",""
"97","1585469602.191836877","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=30) [tempreture]","323943"
"98","1585469602.191891592","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=30)",""
"100","1585469602.400180168","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=31) [tempreture]","333043"
"101","1585469602.400233819","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=31)",""
"102","1585469602.616526592","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=32) [tempreture]","333143"
"103","1585469602.616580950","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=32)",""
"105","1585469602.830205133","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=33) [tempreture]","333243"
"106","1585469602.830269719","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=33)",""
"108","1585469603.330048904","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=34) [tempreture]","333343"
"109","1585469603.330187643","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=34)",""
"111","1585469603.541170222","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=35) [tempreture]","333443"
"112","1585469603.541239688","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=35)",""
"114","1585469603.743253576","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=36) [tempreture]","333543"
"115","1585469603.743303606","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=36)",""
"117","1585469603.951349243","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=37) [tempreture]","333643"
"118","1585469603.951408743","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=37)",""
"120","1585469604.447953421","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=38) [tempreture]","333743"
"121","1585469604.448004774","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=38)",""
"122","1585469604.656416512","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=39) [tempreture]","333843"
"123","1585469604.656500059","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=39)",""
"125","1585469605.865804719","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=40) [tempreture]","333943"
"126","1585469605.865867530","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=40)",""
"128","1585469606.072373738","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=41) [tempreture]","343043"
"129","1585469606.072442134","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=41)",""
"131","1585469606.285851502","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=42) [tempreture]","343143"
"132","1585469606.285968929","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=42)",""
"134","1585469606.499085086","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=43) [tempreture]","343243"
"135","1585469606.499224090","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=43)",""
"137","1585469606.714667732","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=44) [tempreture]","343343"
"138","1585469606.714712671","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=44)",""
"140","1585469607.204672187","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=45) [tempreture]","343443"
"141","1585469607.204728818","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=45)",""
"142","1585469607.415593036","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=46) [tempreture]","343543"
"143","1585469607.415685626","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=46)",""
"145","1585469607.635178748","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=47) [tempreture]","343643"
"146","1585469607.635223934","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=47)",""
"148","1585469607.853458905","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=48) [tempreture]","343743"
"149","1585469607.853569835","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=48)",""
"151","1585469608.061437009","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=49) [tempreture]","343843"
"152","1585469608.061496929","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=49)",""
"154","1585469608.270679410","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=50) [tempreture]","343943"
"155","1585469608.270741363","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=50)",""
"157","1585469608.483337474","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=51) [tempreture]","353043"
"158","1585469608.483390962","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=51)",""
"160","1585469608.699890215","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=52) [tempreture]","353143"
"161","1585469608.699934839","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=52)",""
"162","1585469608.907101536","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=53) [tempreture]","353243"
"163","1585469608.907171610","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=53)",""
"165","1585469609.114919618","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=54) [tempreture]","353343"
"166","1585469609.114985474","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=54)",""
"168","1585469609.320835424","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=55) [tempreture]","353443"
"169","1585469609.320907652","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=55)",""
"171","1585469609.533813123","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=56) [tempreture]","353543"
"172","1585469609.533889910","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=56)",""
"174","1585469609.752373961","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=57) [tempreture]","353643"
"175","1585469609.752440760","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=57)",""
"177","1585469609.957826506","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=58) [tempreture]","353743"
"178","1585469609.957886507","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=58)",""
"179","1585469610.167835326","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=59) [tempreture]","353843"
"180","1585469610.167916415","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=59)",""
"182","1585469610.375336570","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=60) [tempreture]","353943"
"183","1585469610.375396805","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=60)",""
"185","1585469610.585208197","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=61) [tempreture]","363043"
"186","1585469610.585306050","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=61)",""
"188","1585469610.791965368","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=62) [tempreture]","363143"
"189","1585469610.792017376","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=62)",""
"191","1585469611.007023692","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=63) [tempreture]","363243"
"192","1585469611.007075775","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=63)",""
"194","1585469611.219377656","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=64) [tempreture]","363343"
"195","1585469611.219459697","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=64)",""
"196","1585469611.434664682","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=65) [tempreture]","363443"
"197","1585469611.434737882","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=65)",""
"199","1585469611.647985638","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=66) [tempreture]","363543"
"200","1585469611.648145642","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=66)",""
"202","1585469611.858940287","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=67) [tempreture]","363643"
"203","1585469611.859024308","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=67)",""
"205","1585469612.080309190","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=68) [tempreture]","363743"
"206","1585469612.080370830","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=68)",""
"208","1585469613.322561909","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=69) [tempreture]","363843"
"209","1585469613.322620258","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=69)",""
"211","1585469613.529560566","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=70) [tempreture]","363943"
"212","1585469613.529621338","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=70)",""
"214","1585469613.736432359","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=71) [tempreture]","373043"
"215","1585469613.736570074","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=71)",""
"216","1585469613.944649499","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=72) [tempreture]","373143"
"217","1585469613.944724391","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=72)",""
"219","1585469615.179108929","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=73) [tempreture]","373243"
"220","1585469615.179166440","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=73)",""
"222","1585469615.385950379","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=74) [tempreture]","373343"
"223","1585469615.386009279","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=74)",""
"225","1585469615.599276177","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=75) [tempreture]","373443"
"226","1585469615.599346549","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=75)",""
"228","1585469615.808824973","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=76) [tempreture]","373543"
"229","1585469615.808901174","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=76)",""
"231","1585469616.016500142","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=77) [tempreture]","373643"
"232","1585469616.016573002","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=77)",""
"234","1585469616.225830175","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=78) [tempreture]","373743"
"235","1585469616.225926533","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=78)",""
"237","1585469617.451177475","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=79) [tempreture]","373843"
"238","1585469617.451249400","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=79)",""
"240","1585469617.959877294","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=80) [tempreture]","373943"
"241","1585469617.959944188","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=80)",""
"243","1585469618.174020371","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=81) [tempreture]","383043"
"244","1585469618.174104383","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=81)",""
"246","1585469618.392908992","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=82) [tempreture]","383143"
"247","1585469618.392959303","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=82)",""
"249","1585469618.600616272","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=83) [tempreture]","383243"
"250","1585469618.600666703","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=83)",""
"252","1585469619.111528779","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=84) [tempreture]","383343"
"253","1585469619.111587507","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=84)",""
"255","1585469619.318048134","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=85) [tempreture]","383443"
"256","1585469619.318099337","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=85)",""
"258","1585469619.531618065","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=86) [tempreture]","383543"
"259","1585469619.531666832","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=86)",""
"261","1585469620.038936105","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=87) [tempreture]","383643"
"262","1585469620.039011061","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=87)",""
"264","1585469620.543737888","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=88) [tempreture]","383743"
"265","1585469620.543797123","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=88)",""
"267","1585469620.754558534","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=89) [tempreture]","383843"
"268","1585469620.754615394","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=89)",""
"269","1585469620.971504206","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=90) [tempreture]","383943"
"270","1585469620.971620038","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=90)",""
"272","1585469621.181226930","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=91) [tempreture]","393043"
"273","1585469621.181287363","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=91)",""
"275","1585469621.390816700","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=92) [tempreture]","393143"
"276","1585469621.390888786","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=92)",""
"278","1585469621.597368631","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=93) [tempreture]","393243"
"279","1585469621.597432606","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=93)",""
"281","1585469621.811764935","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=94) [tempreture]","393343"
"282","1585469621.811813561","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=94)",""
"284","1585469622.018170809","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=95) [tempreture]","393443"
"285","1585469622.018253246","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=95)",""
"286","1585469622.231720249","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=96) [tempreture]","393543"
"287","1585469622.231779578","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=96)",""
"289","1585469622.441983272","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=97) [tempreture]","393643"
"290","1585469622.442046708","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=97)",""
"292","1585469622.944430869","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=98) [tempreture]","393743"
"293","1585469622.944489553","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=98)",""
"295","1585469623.168725155","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=99) [tempreture]","393843"
"296","1585469623.168788232","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=99)",""
"298","1585469623.377879754","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=100) [tempreture]","393943"
"299","1585469623.377971492","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=100)",""
"301","1585469623.584075453","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=101) [tempreture]","31303043"
"302","1585469623.584127546","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=101)",""
"304","1585469623.790897500","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=102) [tempreture]","31303143"
"305","1585469623.790981680","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=102)",""
"306","1585469623.997932248","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=103) [tempreture]","31303243"
"307","1585469623.997984922","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=103)",""
"309","1585469624.207603324","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=104) [tempreture]","31303343"
"310","1585469624.207682931","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=104)",""
"312","1585469624.427648274","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=105) [tempreture]","31303443"
"313","1585469624.427704909","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=105)",""
"315","1585469624.641923302","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=106) [tempreture]","31303543"
"316","1585469624.641984339","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=106)",""
"318","1585469624.862040333","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=107) [tempreture]","31303643"
"319","1585469624.862101921","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=107)",""
"321","1585469625.067534830","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=108) [tempreture]","31303743"
"322","1585469625.067596463","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=108)",""
"324","1585469625.280493274","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=109) [tempreture]","31303843"
"325","1585469625.280560926","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=109)",""
"326","1585469625.488856628","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=110) [tempreture]","31303943"
"327","1585469625.488918482","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=110)",""
"329","1585469625.699191371","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=111) [tempreture]","31313043"
"330","1585469625.699245527","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=111)",""
"332","1585469625.909676287","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=112) [tempreture]","31313143"
"333","1585469625.909739014","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=112)",""
"335","1585469626.119731591","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=113) [tempreture]","31313243"
"336","1585469626.119785934","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=113)",""
"338","1585469626.333711802","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=114) [tempreture]","31313343"
"339","1585469626.333769078","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=114)",""
"341","1585469626.544479119","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=115) [tempreture]","31313443"
"342","1585469626.544532023","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=115)",""
"343","1585469626.756080984","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=116) [tempreture]","31313543"
"344","1585469626.756143437","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=116)",""
"346","1585469627.230474668","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=117) [tempreture]","31313643"
"347","1585469627.230540213","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=117)",""
"349","1585469627.443003737","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=118) [tempreture]","31313743"
"350","1585469627.443072828","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=118)",""
"352","1585469627.646421609","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=119) [tempreture]","31313843"
"353","1585469627.647543413","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=119)",""
"355","1585469628.142952191","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=120) [tempreture]","31313943"
"356","1585469628.143004954","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=120)",""
"358","1585469628.351211190","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=121) [tempreture]","31323043"
"359","1585469628.351276216","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=121)",""
"361","1585469628.565360508","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=122) [tempreture]","31323143"
"362","1585469628.565422074","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=122)",""
"363","1585469628.773514435","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=123) [tempreture]","31323243"
"364","1585469628.773566234","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=123)",""
"366","1585469628.985584469","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=124) [tempreture]","31323343"
"367","1585469628.985648089","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=124)",""
"369","1585469629.194650789","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=125) [tempreture]","31323443"
"370","1585469629.194709556","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=125)",""
"372","1585469629.407575146","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=126) [tempreture]","31323543"
"373","1585469629.407629825","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=126)",""
"375","1585469629.621499307","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=127) [tempreture]","31323643"
"376","1585469629.621571712","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=127)",""
"378","1585469629.845752857","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=128) [tempreture]","31323743"
"379","1585469629.845864176","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=128)",""
"380","1585469630.056051949","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=129) [tempreture]","31323843"
"381","1585469630.056120835","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=129)",""
"383","1585469630.270422462","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=130) [tempreture]","31323943"
"384","1585469630.270489043","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=130)",""
"386","1585469630.784418235","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=131) [tempreture]","31333043"
