"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"59","1585470799.196436333","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=17) [tempreture]","313643"
"60","1585470799.196521835","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=17)",""
"62","1585470799.679078517","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=18) [tempreture]","313743"
"63","1585470799.679165387","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=18)",""
"65","1585470799.895450606","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=19) [tempreture]","313843"
"66","1585470799.895512378","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=19)",""
"68","1585470800.109479472","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=20) [tempreture]","313943"
"69","1585470800.109539326","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=20)",""
"71","1585470801.320617685","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=21) [tempreture]","323043"
"72","1585470801.320678673","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=21)",""
"74","1585470801.824294494","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=22) [tempreture]","323143"
"75","1585470801.824364306","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=22)",""
"77","1585470802.036679509","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=23) [tempreture]","323243"
"78","1585470802.036735390","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=23)",""
"80","1585470802.242796633","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=24) [tempreture]","323343"
"81","1585470802.242876553","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=24)",""
"82","1585470802.451591984","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=25) [tempreture]","323443"
"83","1585470802.451677089","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=25)",""
"85","1585470802.664786048","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=26) [tempreture]","323543"
"86","1585470802.664885554","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=26)",""
"88","1585470802.875163670","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=27) [tempreture]","323643"
"89","1585470802.876458535","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=27)",""
"91","1585470803.093632789","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=28) [tempreture]","323743"
"92","1585470803.093693855","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=28)",""
"94","1585470803.585442822","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=29) [tempreture]","323843"
"95","1585470803.585547843","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=29)",""
"97","1585470803.793303354","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=30) [tempreture]","323943"
"98","1585470803.793395096","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=30)",""
"100","1585470805.034800419","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=31) [tempreture]","333043"
"101","1585470805.034856828","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=31)",""
"102","1585470805.248283386","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=32) [tempreture]","333143"
"103","1585470805.248354904","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=32)",""
"105","1585470805.733718271","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=33) [tempreture]","333243"
"106","1585470805.733803403","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=33)",""
"108","1585470805.938324677","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=34) [tempreture]","333343"
"109","1585470805.938377115","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=34)",""
"111","1585470806.156672148","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=35) [tempreture]","333443"
"112","1585470806.156741057","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=35)",""
"114","1585470806.371311766","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=36) [tempreture]","333543"
"115","1585470806.371360688","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=36)",""
"117","1585470806.586975653","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=37) [tempreture]","333643"
"118","1585470806.587112937","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=37)",""
"120","1585470806.794651105","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=38) [tempreture]","333743"
"121","1585470806.794736634","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=38)",""
"122","1585470807.002733257","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=39) [tempreture]","333843"
"123","1585470807.002799957","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=39)",""
"125","1585470808.235254975","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=40) [tempreture]","333943"
"126","1585470808.235316456","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=40)",""
"128","1585470808.451667422","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=41) [tempreture]","343043"
"129","1585470808.451720142","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=41)",""
"131","1585470808.663676931","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=42) [tempreture]","343143"
"132","1585470808.663761630","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=42)",""
"134","1585470808.870710151","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=43) [tempreture]","343243"
"135","1585470808.870771583","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=43)",""
"137","1585470809.082869950","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=44) [tempreture]","343343"
"138","1585470809.082943340","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=44)",""
"140","1585470812.331152816","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=45) [tempreture]","343443"
"141","1585470812.331224627","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=45)",""
"143","1585470812.831804653","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=46) [tempreture]","343543"
"144","1585470812.831859116","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=46)",""
"146","1585470813.859755272","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=47) [tempreture]","343643"
"147","1585470813.859843171","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=47)",""
"148","1585470814.069310977","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=48) [tempreture]","343743"
"149","1585470814.069369233","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=48)",""
"151","1585470814.279085153","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=49) [tempreture]","343843"
"152","1585470814.279154836","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=49)",""
"154","1585470814.488996831","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=50) [tempreture]","343943"
"155","1585470814.489059817","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=50)",""
"157","1585470814.985404135","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=51) [tempreture]","353043"
"158","1585470814.985461896","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=51)",""
"160","1585470815.195384709","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=52) [tempreture]","353143"
"161","1585470815.195457020","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=52)",""
"163","1585470815.695848868","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=53) [tempreture]","353243"
"164","1585470815.695982859","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=53)",""
"166","1585470815.903728763","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=54) [tempreture]","353343"
"167","1585470815.903873654","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=54)",""
"169","1585470816.116475657","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=55) [tempreture]","353443"
"170","1585470816.116557514","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=55)",""
"172","1585470816.648061690","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=56) [tempreture]","353543"
"173","1585470816.648114843","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=56)",""
"175","1585470816.856754603","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=57) [tempreture]","353643"
"176","1585470816.856822714","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=57)",""
"177","1585470817.079749530","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=58) [tempreture]","353743"
"178","1585470817.079811505","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=58)",""
"180","1585470817.291134175","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=59) [tempreture]","353843"
"181","1585470817.291193982","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=59)",""
"183","1585470817.501784256","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=60) [tempreture]","353943"
"184","1585470817.501884632","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=60)",""
"186","1585470817.714373980","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=61) [tempreture]","363043"
"187","1585470817.714440986","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=61)",""
"189","1585470817.925176792","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=62) [tempreture]","363143"
"190","1585470817.925269768","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=62)",""
"192","1585470818.430880075","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=63) [tempreture]","363243"
"193","1585470818.430930337","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=63)",""
"195","1585470818.952495314","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=64) [tempreture]","363343"
"196","1585470818.952556910","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=64)",""
"198","1585470820.167992513","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=65) [tempreture]","363443"
"199","1585470820.168089868","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=65)",""
"201","1585470821.672780074","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=66) [tempreture]","363543"
"202","1585470821.672842919","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=66)",""
"203","1585470821.881617285","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=67) [tempreture]","363643"
"204","1585470821.881756772","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=67)",""
"206","1585470822.097288125","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=68) [tempreture]","363743"
"207","1585470822.097353934","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=68)",""
"209","1585470822.311912436","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=69) [tempreture]","363843"
"210","1585470822.311986761","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=69)",""
"212","1585470822.783634844","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=70) [tempreture]","363943"
"213","1585470822.783687974","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=70)",""
"217","1585470827.198573246","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=71) [tempreture]","373043"
"218","1585470827.198665335","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=71)",""
"219","1585470827.412695664","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=72) [tempreture]","373143"
"220","1585470827.412782885","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=72)",""
"222","1585470827.624644858","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=73) [tempreture]","373243"
"223","1585470827.624740271","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=73)",""
"225","1585470827.831933824","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=74) [tempreture]","373343"
"226","1585470827.832004896","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=74)",""
"228","1585470828.043651349","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=75) [tempreture]","373443"
"229","1585470828.043728198","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=75)",""
"231","1585470828.255953991","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=76) [tempreture]","373543"
"232","1585470828.256024037","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=76)",""
"234","1585470829.344946047","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=77) [tempreture]","373643"
"235","1585470829.345013104","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=77)",""
"237","1585470829.563076086","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=78) [tempreture]","373743"
"238","1585470829.563140650","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=78)",""
"240","1585470829.774163537","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=79) [tempreture]","373843"
"241","1585470829.774255252","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=79)",""
"243","1585470829.982410590","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=80) [tempreture]","373943"
"244","1585470829.982470465","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=80)",""
"245","1585470830.196605766","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=81) [tempreture]","383043"
"246","1585470830.196704649","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=81)",""
"248","1585470830.406993951","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=82) [tempreture]","383143"
"249","1585470830.407069509","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=82)",""
"251","1585470830.621439284","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=83) [tempreture]","383243"
"252","1585470830.621533876","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=83)",""
"256","1585470831.847403299","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=84) [tempreture]","383343"
"257","1585470831.847524598","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=84)",""
"259","1585470832.054226501","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=85) [tempreture]","383443"
"260","1585470832.054348027","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=85)",""
"262","1585470832.264348138","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=86) [tempreture]","383543"
"263","1585470832.264490628","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=86)",""
"267","1585470833.484603569","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=87) [tempreture]","383643"
"268","1585470833.484673442","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=87)",""
"279","1585470834.704704707","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=88) [tempreture]","383743"
"280","1585470834.704787358","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=88)",""
"282","1585470834.910218610","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=89) [tempreture]","383843"
"283","1585470834.910354714","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=89)",""
"285","1585470835.127443287","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=90) [tempreture]","383943"
"286","1585470835.127496456","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=90)",""
"288","1585470835.627682787","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=91) [tempreture]","393043"
"289","1585470835.627813461","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=91)",""
"291","1585470835.826326743","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=92) [tempreture]","393143"
"292","1585470835.826391081","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=92)",""
"294","1585470836.320954029","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=93) [tempreture]","393243"
"295","1585470836.321016580","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=93)",""
"297","1585470836.531427212","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=94) [tempreture]","393343"
"298","1585470836.531504023","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=94)",""
"299","1585470836.741727761","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=95) [tempreture]","393443"
"300","1585470836.741781844","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=95)",""
"302","1585470836.955237885","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=96) [tempreture]","393543"
"303","1585470836.955297798","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=96)",""
"305","1585470837.162893178","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=97) [tempreture]","393643"
"306","1585470837.162949165","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=97)",""
"308","1585470837.374482923","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=98) [tempreture]","393743"
"309","1585470837.374609590","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=98)",""
"311","1585470837.581578932","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=99) [tempreture]","393843"
"312","1585470837.581650961","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=99)",""
"314","1585470837.791811165","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=100) [tempreture]","393943"
"315","1585470837.791879457","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=100)",""
"317","1585470838.007627748","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=101) [tempreture]","31303043"
"318","1585470838.007687988","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=101)",""
"320","1585470839.038821356","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=102) [tempreture]","31303143"
"321","1585470839.038881159","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=102)",""
"322","1585470839.251646975","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=103) [tempreture]","31303243"
"323","1585470839.251803258","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=103)",""
"325","1585470839.458332290","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=104) [tempreture]","31303343"
"326","1585470839.458408295","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=104)",""
"328","1585470839.675483972","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=105) [tempreture]","31303443"
"329","1585470839.675542695","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=105)",""
"331","1585470839.893186114","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=106) [tempreture]","31303543"
"332","1585470839.893265376","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=106)",""
"334","1585470840.105373023","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=107) [tempreture]","31303643"
"335","1585470840.105454978","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=107)",""
"337","1585470840.316426662","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=108) [tempreture]","31303743"
"338","1585470840.324132306","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=108)",""
"340","1585470840.836784350","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=109) [tempreture]","31303843"
"341","1585470840.836908768","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=109)",""
"343","1585470841.345057691","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=110) [tempreture]","31303943"
"344","1585470841.345114319","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=110)",""
"346","1585470841.556674363","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=111) [tempreture]","31313043"
"347","1585470841.556740147","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=111)",""
"348","1585470841.773132478","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=112) [tempreture]","31313143"
"349","1585470841.773195741","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=112)",""
"351","1585470842.276370666","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=113) [tempreture]","31313243"
"352","1585470842.276423703","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=113)",""
"354","1585470842.481890475","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=114) [tempreture]","31313343"
"355","1585470842.481950421","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=114)",""
"357","1585470842.699200592","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=115) [tempreture]","31313443"
"358","1585470842.699256827","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=115)",""
"360","1585470842.903067639","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=116) [tempreture]","31313543"
"361","1585470842.903150035","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=116)",""
"363","1585470843.117179683","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=117) [tempreture]","31313643"
"364","1585470843.117259540","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=117)",""
"366","1585470843.327193951","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=118) [tempreture]","31313743"
"367","1585470843.327241924","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=118)",""
"369","1585470843.847820970","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=119) [tempreture]","31313843"
"370","1585470843.847877336","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=119)",""
"371","1585470844.062100776","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=120) [tempreture]","31313943"
"372","1585470844.062163376","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=120)",""
"374","1585470844.269258449","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=121) [tempreture]","31323043"
"375","1585470844.269381698","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=121)",""
"377","1585470844.480378885","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=122) [tempreture]","31323143"
"378","1585470844.480441920","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=122)",""
"380","1585470844.999897851","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=123) [tempreture]","31323243"
"381","1585470845.000000359","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=123)",""
"383","1585470845.514343565","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=124) [tempreture]","31323343"
"384","1585470845.514429020","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=124)",""
"386","1585470845.722971690","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=125) [tempreture]","31323443"
"387","1585470845.723032533","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=125)",""
"389","1585470846.214667940","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=126) [tempreture]","31323543"
"390","1585470846.214759124","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=126)",""
"392","1585470846.429270630","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=127) [tempreture]","31323643"
"393","1585470846.429325179","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=127)",""
"395","1585470846.640109250","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=128) [tempreture]","31323743"
"396","1585470846.640207031","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=128)",""
"398","1585470846.851711659","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=129) [tempreture]","31323843"
"399","1585470846.851767950","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=129)",""
"400","1585470847.071589287","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=130) [tempreture]","31323943"
"401","1585470847.071648840","10.0.2.15","3.81.217.129","MQTT","58","Publish Ack (id=130)",""
"403","1585470847.585410257","3.81.217.129","10.0.2.15","MQTT","74","Publish Message (id=131) [tempreture]","31333043"
