"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"13814","1585469333.121433196","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"13816","1585469333.121573795","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"13824","1585469333.194188691","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"13825","1585469333.263527631","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"13827","1585469333.263628442","10.0.2.4","3.81.217.129","MQTT","74","Publish Message (id=1) [tempreture]","37373843"
"13829","1585469333.332702360","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"13831","1585469333.332786590","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"13832","1585469333.406379633","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"13834","1585469333.406536395","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"13842","1585469333.479198353","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"13844","1585469333.548418014","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"13846","1585469333.820240650","10.0.2.4","3.81.217.129","MQTT","74","Publish Message (id=1) [tempreture]","37373943"
"13847","1585469333.889714852","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"13849","1585469333.889818321","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"13850","1585469333.958686475","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"13852","1585469333.958786894","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"13861","1585469334.031026547","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"13871","1585469334.099562178","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"13873","1585469334.099721063","10.0.2.4","3.81.217.129","MQTT","74","Publish Message (id=1) [tempreture]","37383043"
"13874","1585469334.168852781","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"13876","1585469334.168979822","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"13877","1585469334.238145337","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"13879","1585469334.238244695","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"13887","1585469334.310143835","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"13888","1585469334.378345774","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"13890","1585469334.378453719","10.0.2.4","3.81.217.129","MQTT","74","Publish Message (id=1) [tempreture]","37383143"
"13891","1585469334.447231714","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"13893","1585469334.447336925","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
