"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"114","1585468587.417462010","10.0.2.4","3.81.217.129","MQTT","72","Publish Message (id=1) [tempreture]","3643"
"115","1585468587.486969017","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"117","1585468587.487089707","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"118","1585468587.556421955","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"120","1585468587.556505630","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"128","1585468587.628289779","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"129","1585468587.700319691","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"131","1585468587.700456726","10.0.2.4","3.81.217.129","MQTT","72","Publish Message (id=1) [tempreture]","3743"
"132","1585468587.769464494","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"134","1585468587.769581784","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"136","1585468587.838681523","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"138","1585468587.838833056","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"146","1585468587.918203909","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"147","1585468587.987142015","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"149","1585468587.987233182","10.0.2.4","3.81.217.129","MQTT","72","Publish Message (id=1) [tempreture]","3843"
"150","1585468588.056414227","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"152","1585468588.056513106","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"154","1585468588.127511405","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"156","1585468588.127648975","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"164","1585468588.199724317","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"165","1585468588.268941165","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"167","1585468588.269053854","10.0.2.4","3.81.217.129","MQTT","72","Publish Message (id=1) [tempreture]","3943"
"169","1585468588.338654977","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"171","1585468588.338785127","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"172","1585468588.409173877","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"174","1585468588.409285409","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"182","1585468588.480476878","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"183","1585468588.548085150","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"185","1585468588.548171361","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313043"
"187","1585468588.616620251","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"189","1585468588.616703545","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"190","1585468588.685019091","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"192","1585468588.685124273","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"200","1585468588.758156766","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"202","1585468588.826757522","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"204","1585468588.826884126","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313143"
"205","1585468588.896268069","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"207","1585468588.896357499","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"208","1585468588.965495207","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"210","1585468588.965623748","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"218","1585468589.039401546","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"220","1585468589.107807591","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"222","1585468589.107931542","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313243"
"223","1585468589.176916167","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"225","1585468589.176985926","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"226","1585468589.245595572","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"228","1585468589.245679048","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"236","1585468589.316643582","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"238","1585468589.383798266","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"240","1585468589.383865239","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313343"
"241","1585468589.451809702","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"243","1585468589.451942337","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"244","1585468589.519840231","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"246","1585468589.519934474","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"254","1585468589.592050965","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"255","1585468589.660902153","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"257","1585468589.660977120","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313443"
"258","1585468589.729874570","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"260","1585468589.731519009","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"261","1585468589.800109398","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"263","1585468589.800198443","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"271","1585468589.871444927","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"272","1585468589.939999138","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"274","1585468589.940102701","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313543"
"275","1585468590.008660085","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"277","1585468590.008725282","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"278","1585468590.077162411","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"280","1585468590.077238647","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"288","1585468590.147898246","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"289","1585468590.215495314","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"291","1585468590.215575312","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313643"
"292","1585468590.283726727","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"294","1585468590.283801973","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"296","1585468590.351406633","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"298","1585468590.351515366","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"306","1585468590.424358720","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"307","1585468590.494957950","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"309","1585468590.495050134","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313743"
"310","1585468590.565642681","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"312","1585468590.565710849","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"314","1585468590.635793884","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"316","1585468590.635916811","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"324","1585468590.708255987","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"325","1585468590.777704734","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"327","1585468590.777791906","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313843"
"329","1585468590.847006223","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"331","1585468590.847134742","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"332","1585468590.917339493","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"334","1585468590.918807272","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"342","1585468591.001221324","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"343","1585468591.070137523","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"345","1585468591.070321268","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313943"
"347","1585468591.139691740","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"349","1585468591.139838239","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"350","1585468591.209042633","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"352","1585468591.209163727","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"360","1585468591.279720580","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"362","1585468591.347010229","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"364","1585468591.347104375","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323043"
"365","1585468591.414968014","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"367","1585468591.415071319","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"368","1585468591.482870776","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"370","1585468591.483058687","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"378","1585468591.555486635","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"380","1585468591.624533406","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"382","1585468591.624666039","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323143"
"383","1585468591.693832647","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"385","1585468591.693929226","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"386","1585468591.763427445","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"388","1585468591.763540543","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"396","1585468591.835729028","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"398","1585468591.904634718","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"400","1585468591.904724689","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323243"
"401","1585468591.977283976","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"403","1585468591.977412905","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"404","1585468592.046547141","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"406","1585468592.046701213","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"414","1585468592.118455517","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"415","1585468592.186179769","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"417","1585468592.186269618","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323343"
"418","1585468592.254676147","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"420","1585468592.254759918","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"421","1585468592.328455625","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"423","1585468592.328557210","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"431","1585468592.400331167","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"432","1585468592.471107597","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"434","1585468592.471192554","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323443"
"435","1585468592.540961623","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"437","1585468592.541040059","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"439","1585468592.610415127","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"441","1585468592.610612095","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"449","1585468592.681815906","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"450","1585468592.749600386","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"452","1585468592.749707562","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323543"
"453","1585468592.818010991","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"455","1585468592.818103769","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"457","1585468592.886232091","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"459","1585468592.886367050","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"467","1585468592.960535005","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"468","1585468593.028815648","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"470","1585468593.029004216","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323643"
"472","1585468593.098305771","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"474","1585468593.098426738","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"475","1585468593.167991509","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"477","1585468593.168129512","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"485","1585468593.239522127","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"486","1585468593.307522025","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"488","1585468593.307682671","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323743"
"490","1585468593.375542677","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"492","1585468593.376109869","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"493","1585468593.447111000","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"495","1585468593.447211349","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"503","1585468593.519191079","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"504","1585468593.587566071","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"506","1585468593.587668164","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323843"
"508","1585468593.656426599","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"510","1585468593.656508528","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"511","1585468593.725020743","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"513","1585468593.725109497","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"521","1585468593.797235099","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"523","1585468593.866206908","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"525","1585468593.866294725","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323943"
"526","1585468593.936098941","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"528","1585468593.936206776","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"529","1585468594.006856973","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"531","1585468594.007023550","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"539","1585468594.079176643","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"541","1585468594.147671677","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"543","1585468594.147791074","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333043"
"544","1585468594.217069291","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"546","1585468594.217170876","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"547","1585468594.285884899","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"549","1585468594.285958036","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"557","1585468594.357784664","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"558","1585468594.426985940","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"560","1585468594.427110840","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333143"
"561","1585468594.496200872","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"563","1585468594.496294635","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"564","1585468594.565400654","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"566","1585468594.565544879","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"574","1585468594.637013492","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"575","1585468594.705285904","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"577","1585468594.705376381","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333243"
"578","1585468594.773396793","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"580","1585468594.773508240","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"581","1585468594.841455408","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"583","1585468594.841565638","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"591","1585468594.916941183","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"592","1585468594.985924608","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"594","1585468594.986032892","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333343"
"595","1585468595.055716956","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"597","1585468595.055795799","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"599","1585468595.125238899","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"601","1585468595.125447833","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"609","1585468595.198786497","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"610","1585468595.267481724","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"612","1585468595.267629761","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333443"
"613","1585468595.336533236","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"615","1585468595.336617015","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"617","1585468595.404926543","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"619","1585468595.405003327","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"627","1585468595.479771025","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"628","1585468595.547608753","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"630","1585468595.547731077","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333543"
"632","1585468595.615353147","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"634","1585468595.615444019","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"635","1585468595.683189795","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"637","1585468595.683346201","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"645","1585468595.755668056","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"646","1585468595.825154080","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"648","1585468595.825276374","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333643"
"650","1585468595.895827319","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"652","1585468595.895888573","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"653","1585468595.965286048","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"655","1585468595.965397413","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"663","1585468596.036364608","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"664","1585468596.104144638","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"666","1585468596.104307428","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333743"
"668","1585468596.172467737","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"670","1585468596.172556775","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"671","1585468596.241298805","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"673","1585468596.241404541","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"681","1585468596.324324711","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"683","1585468596.394280710","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"685","1585468596.394420479","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333843"
"686","1585468596.464351298","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"688","1585468596.464430617","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"689","1585468596.534680210","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"691","1585468596.535010320","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"699","1585468596.606182452","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"701","1585468596.674490612","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"703","1585468596.674725087","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333943"
"704","1585468596.743250686","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"706","1585468596.743362619","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"707","1585468596.811724058","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"709","1585468596.811839289","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"717","1585468596.882450374","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"718","1585468596.950484753","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"720","1585468596.950576560","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343043"
"721","1585468597.018959646","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"723","1585468597.019228446","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
"724","1585468597.087577564","3.81.217.129","10.0.2.4","MQTT","60","Publish Complete (id=1)",""
"726","1585468597.087670462","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"734","1585468597.160451724","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"735","1585468597.230739924","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"737","1585468597.230826350","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343143"
"738","1585468597.300370550","3.81.217.129","10.0.2.4","MQTT","60","Publish Received (id=1)",""
"740","1585468597.300514295","10.0.2.4","3.81.217.129","MQTT","58","Publish Release (id=1)",""
