"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"66","1585471584.170034414","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=11)",""
"67","1585471584.170109206","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=11)",""
"68","1585471584.387787439","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=12) [tempreture]","313143"
"69","1585471584.387857697","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=12)",""
"71","1585471584.455857010","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=12)",""
"72","1585471584.455945599","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=12)",""
"74","1585471584.667043440","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=13) [tempreture]","313243"
"75","1585471584.667111232","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=13)",""
"76","1585471584.735145163","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=13)",""
"77","1585471584.735207804","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=13)",""
"79","1585471585.965733504","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=14) [tempreture]","313343"
"80","1585471585.965812203","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=14)",""
"81","1585471586.033771568","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=14)",""
"82","1585471586.033922292","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=14)",""
"84","1585471586.528445996","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=15) [tempreture]","313443"
"85","1585471586.528516504","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=15)",""
"86","1585471586.596715209","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=15)",""
"87","1585471586.596815298","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=15)",""
"89","1585471586.810703922","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=16) [tempreture]","313543"
"90","1585471586.810795902","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=16)",""
"91","1585471586.880637711","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=16)",""
"92","1585471586.883764347","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=16)",""
"94","1585471587.096523709","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=17) [tempreture]","313643"
"95","1585471587.096613929","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=17)",""
"96","1585471587.164502550","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=17)",""
"97","1585471587.164614329","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=17)",""
"99","1585471587.375223636","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=18) [tempreture]","313743"
"100","1585471587.375287348","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=18)",""
"102","1585471587.443041328","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=18)",""
"103","1585471587.443109586","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=18)",""
"104","1585471587.659340473","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=19) [tempreture]","313843"
"105","1585471587.659399604","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=19)",""
"107","1585471587.727210592","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=19)",""
"108","1585471587.727322387","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=19)",""
"110","1585471587.941417637","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=20) [tempreture]","313943"
"111","1585471587.941491121","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=20)",""
"112","1585471588.009465516","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=20)",""
"113","1585471588.009549936","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=20)",""
"115","1585471588.217240315","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=21) [tempreture]","323043"
"116","1585471588.217308049","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=21)",""
"117","1585471588.285527370","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=21)",""
"118","1585471588.285699653","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=21)",""
"120","1585471588.493134141","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=22) [tempreture]","323143"
"121","1585471588.493202942","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=22)",""
"122","1585471588.561236945","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=22)",""
"123","1585471588.561318597","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=22)",""
"125","1585471588.775549671","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=23) [tempreture]","323243"
"126","1585471588.775618536","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=23)",""
"127","1585471588.844047472","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=23)",""
"128","1585471588.844133007","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=23)",""
"130","1585471590.068020845","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=24) [tempreture]","323343"
"131","1585471590.068116293","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=24)",""
"132","1585471590.135951094","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=24)",""
"133","1585471590.136028980","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=24)",""
"135","1585471590.622809934","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=25) [tempreture]","323443"
"136","1585471590.622893455","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=25)",""
"137","1585471590.690763185","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=25)",""
"138","1585471590.690827928","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=25)",""
"140","1585471591.166802380","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=26) [tempreture]","323543"
"141","1585471591.166870963","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=26)",""
"143","1585471591.235018545","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=26)",""
"144","1585471591.235089847","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=26)",""
"146","1585471592.466464924","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=27) [tempreture]","323643"
"147","1585471592.466560483","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=27)",""
"148","1585471592.534537787","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=27)",""
"149","1585471592.534612276","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=27)",""
"151","1585471592.745170959","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=28) [tempreture]","323743"
"152","1585471592.745257061","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=28)",""
"153","1585471592.813359092","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=28)",""
"154","1585471592.813445788","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=28)",""
"156","1585471593.027195587","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=29) [tempreture]","323843"
"157","1585471593.027289213","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=29)",""
"158","1585471593.095148847","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=29)",""
"159","1585471593.095222296","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=29)",""
"161","1585471593.307670034","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=30) [tempreture]","323943"
"162","1585471593.307761791","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=30)",""
"163","1585471593.375885072","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=30)",""
"164","1585471593.375971619","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=30)",""
"166","1585471593.590258846","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=31) [tempreture]","333043"
"167","1585471593.590327333","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=31)",""
"168","1585471593.658160534","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=31)",""
"169","1585471593.658269119","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=31)",""
"171","1585471593.870382209","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=32) [tempreture]","333143"
"172","1585471593.870457233","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=32)",""
"173","1585471593.938548511","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=32)",""
"174","1585471593.938612049","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=32)",""
"176","1585471594.432631867","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=33) [tempreture]","333243"
"177","1585471594.432692931","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=33)",""
"179","1585471594.501127910","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=33)",""
"180","1585471594.501187652","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=33)",""
"181","1585471594.713129738","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=34) [tempreture]","333343"
"182","1585471594.713205829","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=34)",""
"184","1585471594.781113203","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=34)",""
"185","1585471594.781188037","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=34)",""
"187","1585471594.995621523","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=35) [tempreture]","333443"
"188","1585471594.995679465","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=35)",""
"189","1585471595.063545956","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=35)",""
"190","1585471595.063638726","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=35)",""
"192","1585471595.559364295","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=36) [tempreture]","333543"
"193","1585471595.559440428","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=36)",""
"194","1585471595.627332341","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=36)",""
"195","1585471595.627413164","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=36)",""
"197","1585471595.835102589","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=37) [tempreture]","333643"
"198","1585471595.835165238","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=37)",""
"199","1585471595.902939671","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=37)",""
"200","1585471595.903043731","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=37)",""
"202","1585471596.126190719","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=38) [tempreture]","333743"
"203","1585471596.126266559","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=38)",""
"204","1585471596.194440746","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=38)",""
"205","1585471596.194529250","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=38)",""
"207","1585471596.406814708","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=39) [tempreture]","333843"
"208","1585471596.406884112","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=39)",""
"209","1585471596.474785403","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=39)",""
"210","1585471596.474867917","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=39)",""
"212","1585471596.688646672","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=40) [tempreture]","333943"
"213","1585471596.688716951","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=40)",""
"215","1585471596.756628047","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=40)",""
"216","1585471596.756746674","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=40)",""
"217","1585471596.971300060","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=41) [tempreture]","343043"
"218","1585471596.971379146","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=41)",""
"220","1585471597.039430297","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=41)",""
"221","1585471597.039496709","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=41)",""
"223","1585471597.537012725","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=42) [tempreture]","343143"
"224","1585471597.537079116","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=42)",""
"225","1585471597.605054930","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=42)",""
"226","1585471597.605166319","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=42)",""
"228","1585471597.818566894","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=43) [tempreture]","343243"
"229","1585471597.818626383","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=43)",""
"230","1585471597.886525220","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=43)",""
"231","1585471597.886636823","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=43)",""
"233","1585471598.095779634","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=44) [tempreture]","343343"
"234","1585471598.095849131","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=44)",""
"235","1585471598.163920826","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=44)",""
"236","1585471598.164001326","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=44)",""
"238","1585471598.385098957","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=45) [tempreture]","343443"
"239","1585471598.385160471","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=45)",""
"240","1585471598.453470195","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=45)",""
"241","1585471598.453569319","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=45)",""
"243","1585471598.664546501","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=46) [tempreture]","343543"
"244","1585471598.664609699","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=46)",""
"245","1585471598.732970347","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=46)",""
"246","1585471598.733047502","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=46)",""
"248","1585471599.237037891","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=47) [tempreture]","343643"
"249","1585471599.237128830","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=47)",""
"251","1585471599.306696892","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=47)",""
"252","1585471599.306772806","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=47)",""
"254","1585471599.514356484","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=48) [tempreture]","343743"
"255","1585471599.514420968","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=48)",""
"256","1585471599.583632015","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=48)",""
"257","1585471599.583698951","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=48)",""
"259","1585471599.795054035","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=49) [tempreture]","343843"
"260","1585471599.795117854","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=49)",""
"261","1585471599.863034712","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=49)",""
"262","1585471599.863157773","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=49)",""
"264","1585471600.075844629","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=50) [tempreture]","343943"
"265","1585471600.075924704","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=50)",""
"266","1585471600.143923859","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=50)",""
"267","1585471600.143998031","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=50)",""
"269","1585471600.351258663","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=51) [tempreture]","353043"
"270","1585471600.351338279","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=51)",""
"271","1585471600.419629540","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=51)",""
"272","1585471600.419705608","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=51)",""
"274","1585471600.631186242","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=52) [tempreture]","353143"
"275","1585471600.631243734","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=52)",""
"276","1585471600.699071714","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=52)",""
"277","1585471600.699144157","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=52)",""
"279","1585471601.182688490","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=53) [tempreture]","353243"
"280","1585471601.182766954","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=53)",""
"281","1585471601.250630854","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=53)",""
"282","1585471601.250710583","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=53)",""
"285","1585471601.463937640","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=54) [tempreture]","353343"
"286","1585471601.464006654","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=54)",""
"288","1585471601.532044290","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=54)",""
"289","1585471601.532115358","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=54)",""
"290","1585471601.743523060","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=55) [tempreture]","353443"
"291","1585471601.743590633","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=55)",""
"293","1585471601.811592323","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=55)",""
"294","1585471601.811667915","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=55)",""
"296","1585471602.025084665","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=56) [tempreture]","353543"
"297","1585471602.025168399","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=56)",""
"298","1585471602.093048368","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=56)",""
"299","1585471602.093123412","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=56)",""
"301","1585471602.305696652","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=57) [tempreture]","353643"
"302","1585471602.305762932","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=57)",""
"303","1585471602.373738068","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=57)",""
"304","1585471602.373823579","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=57)",""
"306","1585471602.583459166","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=58) [tempreture]","353743"
"307","1585471602.583529112","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=58)",""
"308","1585471602.651697717","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=58)",""
"309","1585471602.651779728","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=58)",""
"311","1585471602.867879996","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=59) [tempreture]","353843"
"312","1585471602.867945158","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=59)",""
"313","1585471602.935975065","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=59)",""
"314","1585471602.936084140","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=59)",""
"316","1585471603.147324560","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=60) [tempreture]","353943"
"317","1585471603.147426919","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=60)",""
"318","1585471603.215448900","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=60)",""
"319","1585471603.215513151","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=60)",""
"321","1585471603.431720001","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=61) [tempreture]","363043"
"322","1585471603.431785703","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=61)",""
"323","1585471603.499788250","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=61)",""
"324","1585471603.499857558","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=61)",""
"326","1585471603.706699623","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=62) [tempreture]","363143"
"327","1585471603.708190945","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=62)",""
"329","1585471603.775942139","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=62)",""
"330","1585471603.776045584","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=62)",""
"332","1585471605.002991706","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=63) [tempreture]","363243"
"333","1585471605.003051769","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=63)",""
"335","1585471605.070991314","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=63)",""
"336","1585471605.071076352","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=63)",""
"337","1585471605.285244522","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=64) [tempreture]","363343"
"338","1585471605.285319644","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=64)",""
"340","1585471605.353460745","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=64)",""
"341","1585471605.353531807","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=64)",""
"343","1585471605.866203787","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=65) [tempreture]","363443"
"344","1585471605.866272514","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=65)",""
"345","1585471605.934446171","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=65)",""
"346","1585471605.934523856","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=65)",""
"348","1585471606.151622405","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=66) [tempreture]","363543"
"349","1585471606.151683804","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=66)",""
"350","1585471606.219820636","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=66)",""
"351","1585471606.219895520","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=66)",""
"353","1585471606.720887776","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=67) [tempreture]","363643"
"354","1585471606.720958376","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=67)",""
"355","1585471606.788998293","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=67)",""
"356","1585471606.789199685","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=67)",""
"358","1585471607.009062074","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=68) [tempreture]","363743"
"359","1585471607.009149049","10.0.2.15","3.81.217.129","MQTT","58","Publish Received (id=68)",""
"361","1585471607.076999599","3.81.217.129","10.0.2.15","MQTT","60","Publish Release (id=68)",""
"362","1585471607.077069177","10.0.2.15","3.81.217.129","MQTT","58","Publish Complete (id=68)",""
"364","1585471607.594851105","3.81.217.129","10.0.2.15","MQTT","73","Publish Message (id=69) [tempreture]","363843"
