"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"151","1585469597.571919918","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313043"
"155","1585469597.639817520","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"157","1585469597.639931003","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"165","1585469597.711527516","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"166","1585469597.780449528","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"168","1585469597.780601512","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313143"
"169","1585469597.849274526","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"171","1585469597.849399740","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"179","1585469597.921737324","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"180","1585469597.990653722","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"182","1585469597.990742948","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313243"
"183","1585469598.061063726","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"185","1585469598.061179637","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"191","1585469598.136408735","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"192","1585469598.205923707","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"194","1585469598.205999774","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313343"
"195","1585469598.275861538","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"197","1585469598.275985765","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"205","1585469598.619904772","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"207","1585469598.687586243","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"209","1585469598.687686132","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313443"
"210","1585469598.755227624","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"212","1585469598.755305198","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"220","1585469598.825332569","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"222","1585469598.892783881","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"224","1585469598.892857110","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313543"
"225","1585469598.960155852","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"227","1585469598.960230812","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"235","1585469599.032556358","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"236","1585469599.101638513","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"238","1585469599.101750136","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313643"
"240","1585469599.170601959","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"242","1585469599.170749270","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"250","1585469599.241510254","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"251","1585469599.309742769","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"253","1585469599.309904666","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313743"
"255","1585469599.378095587","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"257","1585469599.378240820","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"265","1585469599.450208025","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"266","1585469599.522704454","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"268","1585469599.522834228","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313843"
"269","1585469599.590804656","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"271","1585469599.590883987","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"281","1585469599.661247777","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"282","1585469599.728809142","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"284","1585469599.728949828","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313943"
"285","1585469599.796650248","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"287","1585469599.796761705","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"295","1585469599.868181642","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"297","1585469599.936946621","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"299","1585469599.937124530","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323043"
"300","1585469600.006729215","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"302","1585469600.006889491","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"310","1585469600.079887967","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"312","1585469600.148519674","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"314","1585469600.148611088","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323143"
"315","1585469600.217627064","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"317","1585469600.217713541","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"325","1585469600.290658867","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"326","1585469600.360490697","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"328","1585469600.360690778","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323243"
"330","1585469600.430708505","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"332","1585469600.430824332","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"340","1585469600.501512444","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"341","1585469600.569290840","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"343","1585469600.569414682","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323343"
"345","1585469600.637640331","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"347","1585469600.637723108","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"355","1585469600.709919561","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"356","1585469600.778613825","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"358","1585469600.778764102","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323443"
"359","1585469600.847532871","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"361","1585469600.847692757","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"369","1585469601.212589178","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"370","1585469601.283830961","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"372","1585469601.283949519","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323543"
"373","1585469601.351597152","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"375","1585469601.351715285","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"383","1585469601.423359599","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"384","1585469601.492589275","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"386","1585469601.492731123","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323643"
"387","1585469601.562028052","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"389","1585469601.562199750","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"397","1585469601.634837409","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"399","1585469601.703157589","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"401","1585469601.703264114","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323743"
"402","1585469601.771686412","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"404","1585469601.771821653","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"412","1585469601.842714942","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"414","1585469601.910659776","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"416","1585469601.910771884","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323843"
"417","1585469601.979019831","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"419","1585469601.979164216","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"427","1585469602.054874452","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"428","1585469602.123834690","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"430","1585469602.123963568","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323943"
"432","1585469602.193103149","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"434","1585469602.193192212","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"441","1585469602.265517266","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"442","1585469602.333325096","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"444","1585469602.333404681","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333043"
"446","1585469602.401353988","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"448","1585469602.401459659","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"456","1585469602.474925407","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"457","1585469602.545065151","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"459","1585469602.545160353","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333143"
"460","1585469602.615499835","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"461","1585469602.615571124","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"468","1585469602.694367164","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"469","1585469602.762557285","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"471","1585469602.762672743","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333243"
"472","1585469602.836066602","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"474","1585469602.836155349","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"482","1585469602.918496928","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"483","1585469602.986452541","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"485","1585469603.260411528","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333343"
"486","1585469603.330248162","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"488","1585469603.330384324","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"496","1585469603.402691154","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"497","1585469603.469803351","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"499","1585469603.469898409","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333443"
"500","1585469603.537417548","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"502","1585469603.537554968","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"510","1585469603.608972981","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"512","1585469603.676383875","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"513","1585469603.676457980","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333543"
"514","1585469603.744357147","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"516","1585469603.744445229","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"524","1585469603.815706811","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"525","1585469603.884248547","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"527","1585469603.884337142","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333643"
"529","1585469603.952584888","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"531","1585469603.952729273","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"539","1585469604.024481789","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"540","1585469604.093385451","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"542","1585469604.380012010","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333743"
"544","1585469604.449150074","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"546","1585469604.449235278","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"554","1585469604.519952398","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"555","1585469604.588029470","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"557","1585469604.588248122","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333843"
"558","1585469604.655927637","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"560","1585469604.656105430","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"567","1585469605.730261024","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"568","1585469605.797951489","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"570","1585469605.798088337","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333943"
"571","1585469605.866104089","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"573","1585469605.866270666","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"581","1585469605.937568433","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"582","1585469606.005418543","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"583","1585469606.005508104","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343043"
"584","1585469606.073680363","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"586","1585469606.073792248","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"593","1585469606.146021566","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"597","1585469606.217443997","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"599","1585469606.217634393","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343143"
"600","1585469606.286994440","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"602","1585469606.287082571","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"610","1585469606.359919071","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"612","1585469606.429439488","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"614","1585469606.429516836","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343243"
"615","1585469606.498768832","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"617","1585469606.498940479","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"625","1585469606.576462313","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"626","1585469606.646443821","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"628","1585469606.646541216","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343343"
"630","1585469606.716043850","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"632","1585469606.716174312","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"640","1585469607.068008363","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"641","1585469607.136029878","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"643","1585469607.136158099","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343443"
"645","1585469607.204426292","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"647","1585469607.204718306","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"655","1585469607.277925446","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"656","1585469607.347340376","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"658","1585469607.347483286","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343543"
"659","1585469607.416834428","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"661","1585469607.416919125","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"669","1585469607.498966569","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"670","1585469607.567566676","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"672","1585469607.567827939","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343643"
"673","1585469607.636090638","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"675","1585469607.636276888","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"683","1585469607.716209471","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"684","1585469607.785219590","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"686","1585469607.785360528","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343743"
"687","1585469607.854006766","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"689","1585469607.854241527","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"697","1585469607.925269047","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"699","1585469607.992876593","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"701","1585469607.992962167","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343843"
"702","1585469608.060455393","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"704","1585469608.060585510","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"711","1585469608.135678318","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"713","1585469608.203761668","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"715","1585469608.203910439","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343943"
"716","1585469608.271986262","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"718","1585469608.272112178","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"726","1585469608.343914497","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"727","1585469608.412941159","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"729","1585469608.413047564","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353043"
"731","1585469608.483429227","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"733","1585469608.483553835","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"741","1585469608.562591583","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"742","1585469608.631734124","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"744","1585469608.631838846","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353143"
"746","1585469608.700785830","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"748","1585469608.700894528","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"756","1585469608.772049393","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"757","1585469608.839879661","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"759","1585469608.839971549","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353243"
"760","1585469608.908521800","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"762","1585469608.908714135","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"770","1585469608.979723179","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"771","1585469609.047664676","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"773","1585469609.047916370","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353343"
"774","1585469609.116195612","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"776","1585469609.116303191","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"784","1585469609.186921755","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"788","1585469609.254008348","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"790","1585469609.254140079","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353443"
"791","1585469609.321623916","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"793","1585469609.321765756","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"801","1585469609.398552459","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"803","1585469609.466380568","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"805","1585469609.466578441","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353543"
"806","1585469609.534649358","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"808","1585469609.534868446","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"816","1585469609.606435049","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"817","1585469609.674147954","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"819","1585469609.674243316","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353643"
"821","1585469609.742365178","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"823","1585469609.742447186","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"831","1585469609.818025915","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"832","1585469609.888546349","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"834","1585469609.888678854","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353743"
"836","1585469609.958814750","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"838","1585469609.958980083","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"846","1585469610.030905764","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"847","1585469610.099402186","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"849","1585469610.099513302","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353843"
