"No.","Time","Source","Destination","Protocol","Length","Info","MsgInfo"
"111","1585468306.384894977","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"113","1585468306.384976885","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"121","1585468306.457354498","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"122","1585468306.526063457","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"124","1585468306.526145609","10.0.2.4","3.81.217.129","MQTT","72","Publish Message (id=1) [tempreture]","3843"
"126","1585468306.594734869","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"128","1585468306.594843617","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"136","1585468306.666112694","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"137","1585468306.733293734","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"139","1585468306.733413369","10.0.2.4","3.81.217.129","MQTT","72","Publish Message (id=1) [tempreture]","3943"
"141","1585468306.815517042","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"143","1585468306.815658010","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"151","1585468306.887927405","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"152","1585468306.957038278","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"154","1585468306.957185255","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313043"
"155","1585468307.026514239","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"157","1585468307.026628212","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"165","1585468307.098692585","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"166","1585468307.166770635","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"168","1585468307.166903952","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313143"
"169","1585468307.234810520","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"171","1585468307.234915375","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"179","1585468307.306591423","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"180","1585468307.374341956","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"182","1585468307.374428457","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313243"
"183","1585468307.442482313","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"185","1585468307.442623489","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"193","1585468307.516030758","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"195","1585468307.585004294","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"197","1585468307.585086578","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313343"
"198","1585468307.654261302","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"200","1585468307.654347630","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"208","1585468307.726045921","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"209","1585468307.794359389","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"211","1585468307.794510737","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313443"
"213","1585468307.863733243","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"215","1585468307.863836756","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"223","1585468307.936739339","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"224","1585468308.005104194","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"226","1585468308.005195243","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313543"
"228","1585468308.074172569","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"230","1585468308.074260680","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"238","1585468308.147874477","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"239","1585468308.215359084","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"241","1585468308.215463558","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313643"
"242","1585468308.283100006","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"244","1585468308.283191507","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"252","1585468308.355283168","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"253","1585468308.424828746","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"255","1585468308.424933693","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313743"
"256","1585468308.494622181","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"258","1585468308.494712065","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"266","1585468308.567352054","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"267","1585468308.636816955","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"269","1585468308.636911802","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313843"
"270","1585468308.706656823","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"272","1585468308.706750751","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"280","1585468308.780876656","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"282","1585468308.849262301","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"284","1585468308.849365659","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","313943"
"285","1585468308.918133273","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"287","1585468308.918259319","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"295","1585468308.995073327","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"296","1585468309.062549304","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"298","1585468309.062629351","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323043"
"300","1585468309.130270762","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"302","1585468309.130363459","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"310","1585468309.201561993","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"311","1585468309.269616746","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"313","1585468309.269728450","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323143"
"315","1585468309.337560488","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"317","1585468309.337777135","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"325","1585468309.413786139","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"326","1585468309.482680687","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"328","1585468309.482770884","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323243"
"329","1585468309.552000404","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"331","1585468309.552093918","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"339","1585468309.624528673","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"340","1585468309.692818290","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"342","1585468309.692912431","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323343"
"343","1585468309.761511692","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"345","1585468309.761601759","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"353","1585468309.832864165","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"354","1585468309.901321940","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"356","1585468309.901417069","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323443"
"357","1585468309.970527067","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"359","1585468309.970617408","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"367","1585468310.042775886","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"369","1585468310.117334358","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"371","1585468310.117414842","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323543"
"372","1585468310.188114212","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"374","1585468310.188209318","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"382","1585468310.260420152","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"384","1585468310.329614692","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"386","1585468310.329732730","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323643"
"387","1585468310.398664670","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"389","1585468310.398781499","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"397","1585468310.470911391","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"398","1585468310.539915025","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"400","1585468310.540029092","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323743"
"402","1585468310.609171171","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"404","1585468310.609293097","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"412","1585468310.684273301","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"413","1585468310.751750379","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"415","1585468310.751876466","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323843"
"416","1585468310.819568017","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"418","1585468310.819707785","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"426","1585468310.893485093","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"427","1585468310.960583715","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"429","1585468310.960675516","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","323943"
"430","1585468311.028279635","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"432","1585468311.028369159","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"440","1585468311.100513017","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"441","1585468311.169409005","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"443","1585468311.169520200","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333043"
"444","1585468311.238702087","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"446","1585468311.238806242","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"454","1585468311.311665310","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"456","1585468311.387169833","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"458","1585468311.387247976","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333143"
"459","1585468311.456562277","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"461","1585468311.456647046","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"469","1585468311.529132862","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"471","1585468311.611860850","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"473","1585468311.611957972","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333243"
"474","1585468311.681098795","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"476","1585468311.681184252","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"484","1585468311.757949649","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"485","1585468311.827228065","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"487","1585468311.827347495","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333343"
"489","1585468311.896847339","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"491","1585468311.896964223","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"499","1585468311.970890314","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"500","1585468312.041278161","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"502","1585468312.041375841","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333443"
"504","1585468312.111279215","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"506","1585468312.111416415","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"514","1585468312.186408412","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"515","1585468312.254472548","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"517","1585468312.254559532","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333543"
"518","1585468312.322800796","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"520","1585468312.322928353","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"528","1585468312.394753757","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"529","1585468312.462460292","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"531","1585468312.462588891","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333643"
"532","1585468312.530602337","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"534","1585468312.530745352","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"542","1585468312.602555367","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"543","1585468312.673466286","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"545","1585468312.674525735","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333743"
"546","1585468312.742202561","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"548","1585468312.742288725","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"556","1585468312.815815007","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"558","1585468312.885518847","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"560","1585468312.885604475","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333843"
"561","1585468312.955253424","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"563","1585468312.955386669","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"569","1585468313.028284528","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"573","1585468313.097836056","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"575","1585468313.097943007","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","333943"
"576","1585468313.167181037","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"578","1585468313.167272147","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"586","1585468313.257138490","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"587","1585468313.326417192","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"589","1585468313.330505954","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343043"
"591","1585468313.400782182","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"593","1585468313.400869515","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"601","1585468313.473221712","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"602","1585468313.542586969","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"604","1585468313.542673890","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343143"
"606","1585468313.611621601","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"608","1585468313.611713418","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"616","1585468313.684801780","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"617","1585468313.753655764","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"619","1585468313.753800053","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343243"
"620","1585468313.822698895","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"622","1585468313.822803268","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"630","1585468313.894879936","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"631","1585468313.963169628","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"633","1585468313.963338137","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343343"
"634","1585468314.031948370","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"636","1585468314.032045139","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"644","1585468314.107909585","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"645","1585468314.176999413","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"647","1585468314.177095957","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343443"
"648","1585468314.246585708","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"650","1585468314.246680088","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"658","1585468314.319489887","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"660","1585468314.388586004","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"662","1585468314.388703513","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343543"
"663","1585468314.457858032","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"665","1585468314.457943202","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"673","1585468314.537462457","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"674","1585468314.606167312","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"676","1585468314.606278051","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343643"
"677","1585468314.674177736","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"679","1585468314.674267639","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"687","1585468314.746688445","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"688","1585468314.815393332","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"690","1585468314.815497148","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343743"
"692","1585468314.884752428","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"694","1585468314.884843384","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"702","1585468314.957350264","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"703","1585468315.026760729","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"705","1585468315.026914478","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343843"
"706","1585468315.096331744","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"708","1585468315.096425494","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"716","1585468315.169069479","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"717","1585468315.238440868","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"719","1585468315.238537967","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","343943"
"720","1585468315.307618306","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"722","1585468315.307703937","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"730","1585468315.386271745","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"731","1585468315.455109298","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"733","1585468315.455194822","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353043"
"734","1585468315.524084200","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"736","1585468315.524186703","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"744","1585468315.596154181","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"746","1585468315.664051684","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"748","1585468315.664125805","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353143"
"749","1585468315.732152001","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"751","1585468315.732262994","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"759","1585468315.812579244","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"761","1585468315.881738829","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"763","1585468315.881835286","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353243"
"764","1585468315.951299551","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"766","1585468315.951415035","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"774","1585468316.023420413","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"775","1585468316.092618041","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"777","1585468316.092717387","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353343"
"779","1585468316.161579429","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"781","1585468316.161721654","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"789","1585468316.235299243","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"790","1585468316.302710562","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"792","1585468316.302793071","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353443"
"794","1585468316.370532222","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"796","1585468316.370667000","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"804","1585468316.443956384","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"805","1585468316.513130690","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"807","1585468316.513228310","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353543"
"808","1585468316.587061764","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"810","1585468316.587201501","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"818","1585468316.659777113","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"819","1585468316.728764781","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"821","1585468316.728900609","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353643"
"822","1585468316.799114482","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"824","1585468316.799230273","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"832","1585468316.873406916","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"833","1585468316.942622493","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"835","1585468316.942723207","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353743"
"836","1585468317.011567165","3.81.217.129","10.0.2.4","MQTT","60","Publish Ack (id=1)",""
"838","1585468317.011701064","10.0.2.4","3.81.217.129","MQTT","56","Disconnect Req",""
"846","1585468317.082473605","10.0.2.4","3.81.217.129","MQTT","93","Connect Command",""
"848","1585468317.149956943","3.81.217.129","10.0.2.4","MQTT","60","Connect Ack",""
"850","1585468317.150105939","10.0.2.4","3.81.217.129","MQTT","73","Publish Message (id=1) [tempreture]","353843"
